claim_id,dataset,judge_skeptic_opus_p,judge_skeptic_opus_conf,judge_skeptic_gpt55_p,judge_skeptic_gpt55_conf,judge_skeptic_gem31_p,judge_skeptic_gem31_conf,judge_field_opus_p,judge_field_opus_conf,judge_field_gpt55_p,judge_field_gpt55_conf,judge_field_gem31_p,judge_field_gem31_conf,judge_bayesian_opus_p,judge_bayesian_opus_conf,judge_bayesian_gpt55_p,judge_bayesian_gpt55_conf,judge_bayesian_gem31_p,judge_bayesian_gem31_conf,judge_generalist_opus_p,judge_generalist_opus_conf,judge_generalist_gpt55_p,judge_generalist_gpt55_conf,judge_generalist_gem31_p,judge_generalist_gem31_conf,judge_n_responses,judge_mean_p,judge_median_p,judge_sd_p,judge_min_p,judge_max_p,judge_iqr_p,judge_persona_disagreement,judge_model_disagreement,expected_power,p_replication_observed
aYyR_single-trace,round1,0.7,medium,0.7,medium,0.87,high,0.7,medium,0.7,medium,0.87,high,0.7,medium,0.7,medium,0.87,high,0.7,medium,0.7,medium,0.87,high,12,0.7567,0.7,0.0837,0.7,0.87,0.17,0.0,0.0981,0.8,0.6175
amYY_single-trace,round2,0.7,medium,0.7,medium,0.87,high,0.87,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.87,medium,0.87,medium,0.7,medium,12,0.7567,0.7,0.0837,0.7,0.87,0.17,0.0463,0.0245,0.8,0.6175
bLe8_single-trace,round2,0.7,medium,0.7,medium,0.7,medium,0.7,low,0.7,low,0.5,medium,0.7,low,0.7,medium,0.3,low,0.7,low,0.7,medium,0.5,low,12,0.6333,0.7,0.1303,0.3,0.7,0.1,0.0544,0.1155,0.8,0.525
d5v3_single-trace,round2,0.3,medium,0.7,low,0.3,medium,0.3,low,0.7,low,0.3,medium,0.3,low,0.7,low,0.3,medium,0.5,low,0.7,medium,0.3,medium,12,0.45,0.3,0.1931,0.3,0.7,0.4,0.0333,0.2179,0.8,0.3875
dxQp_single-trace,round2,0.87,medium,0.87,medium,0.87,high,0.87,high,0.87,medium,0.87,high,0.87,medium,0.87,medium,0.87,high,0.87,medium,0.87,medium,0.87,high,12,0.87,0.87,0.0,0.87,0.87,0.0,0.0,0.0,0.8,0.7025
eg1q_single-trace,round1,0.3,medium,0.7,low,0.13,medium,0.3,low,0.5,medium,0.3,medium,0.3,low,0.7,low,0.13,medium,0.5,low,0.7,low,0.3,medium,12,0.405,0.3,0.2101,0.13,0.7,0.3,0.0635,0.2227,0.8,0.3538
eg3p_single-trace,round1,0.3,medium,0.3,medium,0.13,high,0.3,medium,0.3,medium,0.13,high,0.3,medium,0.3,low,0.13,medium,0.3,medium,0.3,low,0.3,high,12,0.2575,0.3,0.0769,0.13,0.3,0.085,0.0283,0.0736,0.8,0.2431
egX9_single-trace,round2,0.87,medium,0.7,medium,0.87,high,0.7,medium,0.7,medium,0.87,high,0.7,medium,0.87,medium,0.87,high,0.7,medium,0.7,medium,0.87,medium,12,0.785,0.785,0.0888,0.7,0.87,0.17,0.0327,0.0736,0.8,0.6388
exd7_single-trace,round1,0.7,medium,0.7,medium,0.87,medium,0.7,low,0.7,medium,0.7,medium,0.7,low,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.3,medium,12,0.6808,0.7,0.1295,0.3,0.87,0.0,0.0807,0.0332,0.8,0.5606
gRWz_single-trace,round1,0.87,medium,0.87,medium,0.87,high,0.87,high,0.87,medium,0.87,high,0.87,medium,0.7,medium,0.87,high,0.87,medium,0.87,medium,0.87,high,12,0.8558,0.87,0.0491,0.7,0.87,0.0,0.0283,0.0245,0.8,0.6919
gbAY_single-trace,round2,0.3,low,0.13,medium,0.3,medium,0.3,medium,0.3,medium,0.13,medium,0.3,medium,0.13,medium,0.3,medium,0.3,low,0.3,medium,0.3,medium,12,0.2575,0.3,0.0769,0.13,0.3,0.085,0.0283,0.0425,0.8,0.2431
gbg4_single-trace,round2,0.3,medium,0.7,low,0.3,medium,0.3,low,0.5,medium,0.3,medium,0.3,medium,0.5,medium,0.3,medium,0.3,low,0.7,low,0.3,medium,12,0.4,0.3,0.1595,0.3,0.7,0.2,0.0385,0.1732,0.8,0.35
gbl9_single-trace,round2,0.3,medium,0.5,medium,0.13,high,0.3,medium,0.5,low,0.13,medium,0.3,medium,0.7,low,0.13,medium,0.3,medium,0.7,low,0.3,medium,12,0.3575,0.3,0.2016,0.13,0.7,0.285,0.0595,0.2195,0.8,0.3181
j2yd_single-trace,round1,0.3,low,0.7,medium,0.7,medium,0.3,low,0.7,medium,0.5,medium,0.3,low,0.7,medium,0.7,medium,0.3,low,0.7,medium,0.7,medium,12,0.55,0.7,0.1931,0.3,0.7,0.4,0.0333,0.2179,0.8,0.4625
jDWN_single-trace,round2,0.87,high,0.7,medium,0.87,high,0.87,high,0.87,medium,0.87,high,0.87,high,0.87,medium,0.87,high,0.97,high,0.87,medium,0.87,high,12,0.8642,0.87,0.0592,0.7,0.97,0.0,0.0374,0.0341,0.8,0.6981
jLr_single-trace,round1,0.3,medium,0.5,medium,0.3,high,0.3,medium,0.3,medium,0.13,high,0.3,medium,0.5,low,0.3,medium,0.3,medium,0.5,medium,0.3,medium,12,0.3358,0.3,0.1102,0.13,0.5,0.1,0.0617,0.1011,0.8,0.3019
kXp8_single-trace,round1,0.7,low,0.7,medium,0.5,medium,0.7,low,0.7,medium,0.7,medium,0.7,low,0.7,medium,0.5,low,0.7,low,0.7,low,0.5,low,12,0.65,0.7,0.0905,0.5,0.7,0.1,0.0333,0.0866,0.8,0.5375
lJ0w_single-trace,round1,0.7,low,0.7,medium,0.87,high,0.5,low,0.7,medium,0.87,medium,0.7,low,0.7,low,0.87,high,0.7,medium,0.7,medium,0.7,medium,12,0.7258,0.7,0.1039,0.5,0.87,0.085,0.0358,0.0915,0.8,0.5944
lkBL_single-trace,round2,0.3,medium,0.3,medium,0.13,high,0.13,medium,0.3,medium,0.13,high,0.3,medium,0.3,medium,0.13,medium,0.3,medium,0.5,medium,0.13,high,12,0.2458,0.3,0.1165,0.13,0.5,0.17,0.0504,0.1105,0.8,0.2344
mBL1_single-trace,round1,0.7,low,0.5,low,0.3,medium,0.7,medium,0.5,low,0.3,medium,0.7,medium,0.3,low,0.3,medium,0.7,low,0.7,low,0.3,medium,12,0.5,0.5,0.1907,0.3,0.7,0.4,0.0544,0.2,0.8,0.425
mJDj_single-trace,round1,0.5,low,0.3,medium,0.7,medium,0.5,medium,0.7,low,0.87,medium,0.5,low,0.7,low,0.3,medium,0.5,low,0.7,medium,0.3,medium,12,0.5475,0.5,0.1883,0.3,0.87,0.3,0.095,0.0502,0.8,0.4606
mrZ_single-trace,round2,0.3,medium,0.3,medium,0.13,high,0.3,medium,0.3,medium,0.13,high,0.3,medium,0.3,medium,0.13,medium,0.3,medium,0.3,medium,0.3,high,12,0.2575,0.3,0.0769,0.13,0.3,0.085,0.0283,0.0736,0.8,0.2431
pN7E_single-trace,round2,0.3,medium,0.3,medium,0.3,medium,0.5,low,0.3,medium,0.3,medium,0.3,low,0.3,medium,0.3,medium,0.3,low,0.5,low,0.3,medium,12,0.3333,0.3,0.0778,0.3,0.5,0.0,0.0385,0.0289,0.8,0.3
plLK_single-trace,round1,0.5,medium,0.5,medium,0.3,medium,0.7,medium,0.7,low,0.3,medium,0.3,low,0.3,low,0.3,medium,0.3,medium,0.5,medium,0.3,medium,12,0.4167,0.3,0.1586,0.3,0.7,0.2,0.1139,0.1041,0.8,0.3625
pw3m_single-trace,round2,0.7,low,0.7,low,0.3,medium,0.7,low,0.7,medium,0.3,medium,0.5,low,0.7,low,0.3,medium,0.3,low,0.7,low,0.3,medium,12,0.5167,0.6,0.1992,0.3,0.7,0.4,0.0638,0.2021,0.8,0.4375
qXX2_single-trace,round1,0.7,medium,0.7,low,0.7,medium,0.7,medium,0.7,low,0.7,medium,0.7,medium,0.7,medium,0.3,medium,0.7,medium,0.7,low,0.7,medium,12,0.6667,0.7,0.1155,0.3,0.7,0.0,0.0667,0.0577,0.8,0.55
qYr7_1rzq75,round1,0.87,high,0.87,medium,0.87,high,0.97,high,0.87,high,0.97,high,0.87,high,0.87,high,0.87,high,0.87,high,0.87,medium,0.87,high,12,0.8867,0.87,0.0389,0.87,0.97,0.0,0.0333,0.0144,0.8,0.715
qYr7_4k31n8,round2,0.97,high,0.87,medium,0.97,high,0.97,high,0.87,high,0.97,high,0.87,high,0.87,high,0.97,high,0.97,high,0.87,medium,0.97,high,12,0.9283,0.97,0.0515,0.87,0.97,0.1,0.0167,0.052,0.8,0.7462
qYr7_9oj2rd,round1,0.97,high,0.87,medium,0.97,high,0.97,high,0.87,high,0.97,high,0.97,high,0.87,medium,0.97,medium,0.87,high,0.87,medium,0.87,high,12,0.92,0.92,0.0522,0.87,0.97,0.1,0.0333,0.0433,0.8,0.74
qYr7_j6d39n,round1,0.97,high,0.87,medium,0.87,high,0.87,high,0.87,high,0.87,high,0.87,high,0.87,medium,0.97,high,0.97,high,0.87,medium,0.87,high,12,0.895,0.87,0.0452,0.87,0.97,0.05,0.0167,0.025,0.8,0.7213
qYr7_single-trace,round2,0.7,medium,0.7,medium,0.87,high,0.87,medium,0.7,medium,0.87,medium,0.87,medium,0.87,medium,0.87,high,0.87,medium,0.87,medium,0.87,high,12,0.8275,0.87,0.0769,0.7,0.87,0.085,0.0543,0.0425,0.8,0.6706
qYr7_ywrd82,round2,0.97,high,0.87,medium,0.87,high,0.97,high,0.87,high,0.87,high,0.97,medium,0.87,medium,0.97,high,0.97,high,0.87,medium,0.87,high,12,0.9117,0.87,0.0515,0.87,0.97,0.1,0.0167,0.052,0.8,0.7338
qgWj_9olz6z,round2,0.7,medium,0.7,medium,0.87,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,low,0.7,medium,0.87,medium,12,0.7283,0.7,0.0662,0.7,0.87,0.0,0.0327,0.0491,0.8,0.5962
qgWj_j6qlvv,round1,0.7,medium,0.7,medium,0.5,medium,0.7,medium,0.7,medium,0.7,medium,0.7,low,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,12,0.6833,0.7,0.0577,0.5,0.7,0.0,0.0333,0.0289,0.8,0.5625
qgWj_pplx84,round1,0.7,medium,0.7,medium,0.87,high,0.87,medium,0.7,medium,0.87,medium,0.87,medium,0.7,medium,0.87,high,0.87,medium,0.7,medium,0.87,high,12,0.7992,0.87,0.0875,0.7,0.87,0.17,0.0283,0.0885,0.8,0.6494
qgWj_q76z8j,round1,0.7,medium,0.7,medium,0.7,low,0.7,medium,0.7,medium,0.7,medium,0.7,low,0.7,medium,0.7,low,0.7,low,0.7,medium,0.7,medium,12,0.7,0.7,0.0,0.7,0.7,0.0,0.0,0.0,0.8,0.575
qgWj_single-trace,round2,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,12,0.7,0.7,0.0,0.7,0.7,0.0,0.0,0.0,0.8,0.575
qgWj_x61xpy,round1,0.7,medium,0.7,medium,0.87,high,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.87,medium,12,0.7283,0.7,0.0662,0.7,0.87,0.0,0.0327,0.0491,0.8,0.5962
rpq_single-trace,round1,0.7,medium,0.7,medium,0.3,medium,0.5,low,0.5,medium,0.3,medium,0.5,low,0.7,medium,0.3,low,0.5,low,0.7,medium,0.3,medium,12,0.5,0.5,0.1706,0.3,0.7,0.4,0.0544,0.1803,0.8,0.425
w5dv_single-trace,round2,0.5,medium,0.7,medium,0.3,medium,0.5,low,0.7,low,0.3,medium,0.7,low,0.7,low,0.5,low,0.5,low,0.7,low,0.3,medium,12,0.5333,0.5,0.167,0.3,0.7,0.3,0.0667,0.1756,0.8,0.45
wRvv_bz6lqp,round2,0.87,medium,0.87,medium,0.87,high,0.87,high,0.87,medium,0.87,high,0.87,medium,0.87,medium,0.87,high,0.87,medium,0.87,medium,0.87,high,12,0.87,0.87,0.0,0.87,0.87,0.0,0.0,0.0,0.8,0.7025
wRvv_gld3y5,round2,0.87,high,0.87,medium,0.87,high,0.87,medium,0.87,medium,0.87,high,0.87,medium,0.87,medium,0.97,high,0.87,medium,0.7,medium,0.87,high,12,0.8642,0.87,0.0592,0.7,0.97,0.0,0.0374,0.0341,0.8,0.6981
wRvv_gxvxw2,round2,0.5,low,0.5,low,0.3,medium,0.3,medium,0.3,medium,0.3,medium,0.3,low,0.5,low,0.7,medium,0.5,low,0.7,low,0.7,low,12,0.4667,0.5,0.167,0.3,0.7,0.3,0.1388,0.0577,0.8,0.4
wRvv_m328ro,round1,0.7,low,0.7,medium,0.7,low,0.7,low,0.7,low,0.5,medium,0.7,low,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,12,0.6833,0.7,0.0577,0.5,0.7,0.0,0.0333,0.0289,0.8,0.5625
wRvv_m7zd6r,round2,0.87,high,0.87,medium,0.87,high,0.87,high,0.7,medium,0.87,high,0.87,medium,0.87,medium,0.87,high,0.87,medium,0.87,medium,0.87,high,12,0.8558,0.87,0.0491,0.7,0.87,0.0,0.0283,0.0245,0.8,0.6919
wRvv_single-trace,round1,0.87,medium,0.7,medium,0.87,high,0.87,high,0.87,medium,0.87,high,0.87,high,0.87,medium,0.87,high,0.87,medium,0.87,medium,0.87,high,12,0.8558,0.87,0.0491,0.7,0.87,0.0,0.0283,0.0245,0.8,0.6919
x0pA_single-trace,round1,0.7,medium,0.7,medium,0.87,high,0.7,medium,0.7,medium,0.87,high,0.87,medium,0.7,medium,0.87,high,0.7,medium,0.7,medium,0.87,high,12,0.7708,0.7,0.0875,0.7,0.87,0.17,0.0283,0.0885,0.8,0.6281
x3KP_single-trace,round1,0.87,medium,0.7,medium,0.87,high,0.87,medium,0.87,medium,0.87,high,0.87,medium,0.7,medium,0.87,medium,0.87,high,0.7,medium,0.87,medium,12,0.8275,0.87,0.0769,0.7,0.87,0.085,0.0283,0.0736,0.8,0.6706
xYbO_single-trace,round1,0.3,medium,0.5,medium,0.3,medium,0.3,medium,0.5,medium,0.3,medium,0.3,medium,0.7,low,0.3,medium,0.3,low,0.7,medium,0.3,medium,12,0.4,0.3,0.1595,0.3,0.7,0.2,0.0385,0.1732,0.8,0.35
xvrb_single-trace,round2,0.87,medium,0.87,medium,0.87,high,0.87,medium,0.87,medium,0.87,medium,0.87,medium,0.87,medium,0.87,high,0.87,medium,0.87,medium,0.87,high,12,0.87,0.87,0.0,0.87,0.87,0.0,0.0,0.0,0.8,0.7025
y3R4_single-trace,round2,0.5,medium,0.5,medium,0.3,medium,0.5,medium,0.7,medium,0.3,medium,0.5,medium,0.5,medium,0.3,medium,0.5,low,0.7,low,0.3,medium,12,0.4667,0.5,0.1435,0.3,0.7,0.2,0.0385,0.1528,0.8,0.4
yAPR_single-trace,round1,0.7,medium,0.7,medium,0.7,medium,0.87,medium,0.7,medium,0.87,high,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,12,0.7283,0.7,0.0662,0.7,0.87,0.0,0.0567,0.0245,0.8,0.5962
yDyG_single-trace,round2,0.3,medium,0.3,medium,0.13,medium,0.3,medium,0.3,medium,0.3,medium,0.3,medium,0.3,medium,0.13,medium,0.3,medium,0.3,medium,0.3,medium,12,0.2717,0.3,0.0662,0.13,0.3,0.0,0.0327,0.0491,0.8,0.2538
yJwG_single-trace,round2,0.87,medium,0.87,medium,0.87,high,0.87,medium,0.87,medium,0.87,high,0.87,medium,0.87,low,0.87,medium,0.87,medium,0.7,medium,0.87,high,12,0.8558,0.87,0.0491,0.7,0.87,0.0,0.0283,0.0245,0.8,0.6919
yypJ_single-trace,round1,0.7,medium,0.87,medium,0.87,high,0.87,medium,0.7,medium,0.87,medium,0.7,medium,0.87,medium,0.87,high,0.7,medium,0.7,medium,0.87,medium,12,0.7992,0.87,0.0875,0.7,0.87,0.17,0.0283,0.0649,0.8,0.6494
z4dO_single-trace,round2,0.87,medium,0.5,medium,0.3,medium,0.7,low,0.7,medium,0.3,medium,0.7,low,0.7,low,0.3,medium,0.87,medium,0.7,medium,0.3,medium,12,0.5783,0.7,0.2257,0.3,0.87,0.4,0.0304,0.2503,0.8,0.4837
zK2_single-trace,round1,0.87,medium,0.87,medium,0.87,high,0.87,high,0.87,medium,0.87,high,0.87,medium,0.87,medium,0.87,high,0.87,high,0.87,medium,0.87,high,12,0.87,0.87,0.0,0.87,0.87,0.0,0.0,0.0,0.8,0.7025
zN22_single-trace,round2,0.3,medium,0.3,medium,0.13,medium,0.3,medium,0.3,medium,0.3,medium,0.3,medium,0.3,medium,0.3,medium,0.3,medium,0.3,low,0.3,medium,12,0.2858,0.3,0.0491,0.13,0.3,0.0,0.0283,0.0245,0.8,0.2644
zNEm_single-trace,round1,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.3,medium,0.7,medium,0.7,medium,0.7,medium,0.7,medium,0.7,low,0.7,low,12,0.6667,0.7,0.1155,0.3,0.7,0.0,0.0667,0.0577,0.8,0.55
zb3Y_b66y26,round1,0.3,low,0.7,low,0.5,medium,0.3,medium,0.5,low,0.3,medium,0.5,low,0.7,medium,0.3,medium,0.3,low,0.7,low,0.7,low,12,0.4833,0.5,0.1801,0.3,0.7,0.4,0.0839,0.1528,0.8,0.4125
zb3Y_bqw6wo,round1,0.3,low,0.5,medium,0.7,medium,0.7,low,0.5,medium,0.3,medium,0.7,low,0.7,medium,0.7,low,0.5,low,0.7,medium,0.7,low,12,0.5833,0.7,0.1586,0.3,0.7,0.2,0.1,0.0289,0.8,0.4875
zb3Y_bzyz9k,round2,0.87,medium,0.7,medium,0.87,high,0.87,medium,0.7,medium,0.87,high,0.87,low,0.7,medium,0.87,medium,0.87,medium,0.7,medium,0.87,high,12,0.8133,0.87,0.0837,0.7,0.87,0.17,0.0,0.0981,0.8,0.66
zb3Y_gl7j22,round2,0.87,medium,0.7,medium,0.87,medium,0.87,medium,0.7,medium,0.87,high,0.87,medium,0.87,medium,0.87,medium,0.87,medium,0.87,medium,0.87,medium,12,0.8417,0.87,0.0662,0.7,0.87,0.0,0.0327,0.0491,0.8,0.6813
zb3Y_m3dy4j,round1,0.87,high,0.87,medium,0.87,high,0.97,high,0.87,medium,0.87,high,0.87,medium,0.87,medium,0.87,high,0.87,medium,0.87,medium,0.87,medium,12,0.8783,0.87,0.0289,0.87,0.97,0.0,0.0167,0.0144,0.8,0.7087
zb3Y_mp3lzw,round1,0.5,low,0.5,medium,0.7,low,0.3,medium,0.5,low,0.3,medium,0.5,low,0.7,medium,0.7,medium,0.3,low,0.7,medium,0.7,medium,12,0.5333,0.5,0.167,0.3,0.7,0.3,0.1155,0.1155,0.8,0.45
zb3Y_mw9jx3,round2,0.87,medium,0.87,medium,0.97,high,0.87,high,0.87,medium,0.87,high,0.87,medium,0.87,medium,0.97,high,0.87,medium,0.87,medium,0.87,high,12,0.8867,0.87,0.0389,0.87,0.97,0.0,0.0192,0.0289,0.8,0.715
zb3Y_single-trace,round2,0.5,low,0.7,medium,0.5,medium,0.3,low,0.5,medium,0.3,medium,0.5,low,0.7,medium,0.3,medium,0.3,low,0.7,medium,0.7,medium,12,0.5,0.5,0.1706,0.3,0.7,0.4,0.0943,0.1323,0.8,0.425
zekm_single-trace,round2,0.7,medium,0.5,medium,0.7,medium,0.7,medium,0.7,low,0.3,medium,0.7,medium,0.7,low,0.3,medium,0.5,medium,0.7,low,0.7,medium,12,0.6,0.7,0.1595,0.3,0.7,0.2,0.0385,0.0866,0.8,0.5
zlBL_9k761j,round1,0.7,medium,0.7,low,0.5,medium,0.3,medium,0.5,medium,0.3,medium,0.7,low,0.7,medium,0.7,medium,0.7,low,0.7,medium,0.7,medium,12,0.6,0.7,0.1595,0.3,0.7,0.2,0.1587,0.05,0.8,0.5
zlBL_bv7vrq,round1,0.7,medium,0.7,medium,0.87,high,0.7,medium,0.7,medium,0.7,medium,0.7,low,0.7,medium,0.7,medium,0.7,low,0.7,medium,0.87,medium,12,0.7283,0.7,0.0662,0.7,0.87,0.0,0.0327,0.0491,0.8,0.5962
zlBL_g7jwq5,round2,0.3,medium,0.3,medium,0.3,high,0.3,medium,0.5,medium,0.13,medium,0.3,medium,0.5,medium,0.3,medium,0.5,low,0.3,low,0.3,medium,12,0.3358,0.3,0.1102,0.13,0.5,0.1,0.0358,0.0723,0.8,0.3019
zlBL_md2wdj,round1,0.7,medium,0.5,medium,0.7,high,0.7,medium,0.5,medium,0.87,high,0.7,low,0.5,medium,0.87,high,0.7,low,0.3,medium,0.87,medium,12,0.6592,0.7,0.1775,0.3,0.87,0.285,0.0358,0.192,0.8,0.5444
zlBL_mo9wrp,round2,0.87,medium,0.7,medium,0.87,high,0.87,medium,0.7,medium,0.87,medium,0.7,medium,0.7,medium,0.87,medium,0.87,medium,0.7,medium,0.87,high,12,0.7992,0.87,0.0875,0.7,0.87,0.17,0.0283,0.0885,0.8,0.6494
zlBL_single-trace,round2,0.7,medium,0.5,medium,0.7,medium,0.5,medium,0.5,medium,0.5,medium,0.5,low,0.7,medium,0.7,medium,0.7,medium,0.7,low,0.7,medium,12,0.6167,0.7,0.103,0.5,0.7,0.2,0.0839,0.0289,0.8,0.5125
zlm2_single-trace,round1,0.87,medium,0.87,medium,0.7,medium,0.7,medium,0.87,medium,0.3,medium,0.87,medium,0.87,medium,0.7,low,0.87,medium,0.87,medium,0.7,medium,12,0.7658,0.87,0.168,0.3,0.87,0.17,0.095,0.1452,0.8,0.6244
zmYY_g82z5k,round1,0.7,medium,0.7,medium,0.87,medium,0.7,medium,0.7,medium,0.87,high,0.7,medium,0.7,medium,0.87,medium,0.7,medium,0.7,medium,0.87,high,12,0.7567,0.7,0.0837,0.7,0.87,0.17,0.0,0.0981,0.8,0.6175
zmYY_moyz3d,round2,0.7,medium,0.7,low,0.7,medium,0.7,low,0.5,medium,0.3,medium,0.5,low,0.7,medium,0.3,low,0.7,low,0.7,low,0.7,medium,12,0.6,0.7,0.1595,0.3,0.7,0.2,0.1155,0.0866,0.8,0.5
zqwm_single-trace,round2,0.97,high,0.87,medium,0.87,high,0.97,high,0.87,medium,0.97,high,0.97,high,0.87,medium,0.97,high,0.97,high,0.87,medium,0.87,high,12,0.92,0.92,0.0522,0.87,0.97,0.1,0.0192,0.05,0.8,0.74
